order_id,customer_id,product_id,quantity,amount,order_date,discount
74,1963.0,234,1,360.82,2026-06-18,
75,1411.0,220,2,733.32,2025-11-23,
76,326.0,68,3,2661.63,2026-06-22,
77,1341.0,141,1,158.05,2025-08-06,
78,169.0,185,3,426.06,2026-07-19,
79,107.0,191,2,493.94,2025-12-16,
80,1487.0,203,3,895.89,2026-01-10,
81,1343.0,120,4,2900.84,2026-07-15,
82,3.0,47,1,316.24,2026-04-19,
83,160.0,110,4,2894.44,2025-09-19,
84,464.0,68,5,4436.05,2025-09-29,
85,20.0,266,4,1856.36,2026-07-21,
86,1674.0,5,3,918.42,2026-05-01,
87,1422.0,62,4,2547.28,2026-03-12,
88,146.0,68,4,3548.84,2026-03-29,
89,,118,4,2598.08,2026-01-20,
90,642.0,53,1,769.86,2025-12-15,
91,281.0,189,3,1013.1,2025-08-16,
92,1314.0,196,2,487.48,2026-03-06,
93,,74,1,426.98,2026-06-13,
94,1250.0,289,1,49.07,2026-06-30,
95,720.0,85,4,-113.48,2026-06-05,
96,1884.0,110,2,1447.22,2025-10-01,
97,1407.0,211,5,1110.75,2026-01-09,
98,178.0,227,2,949.86,2026-03-22,
99,1542.0,52,2,704.9,2026-05-28,
100,1496.0,64,5,4064.3,2025-12-22,
101,1973.0,197,3,1186.98,2026-03-04,
102,1621.0,220,3,1099.98,2026-04-24,
103,568.0,72,2,984.2,2025-09-30,
104,1134.0,44,2,933.46,2026-01-20,
105,1737.0,146,1,690.08,2026-04-18,
106,1061.0,155,2,549.28,2025-11-16,
107,1532.0,261,2,257.66,2025-09-10,
108,1324.0,201,3,1173.3,2026-06-05,
109,1014.0,28,2,980.4,2026-03-06,
110,494.0,198,1,578.35,2025-12-31,
111,146.0,256,5,863.15,2026-03-15,
112,740.0,271,1,763.79,2025-12-29,
113,793.0,163,2,1204.34,2025-12-16,
114,749.0,292,4,1176.28,2026-01-10,
115,1563.0,280,2,1509.8,2026-04-06,
116,35.0,242,1,80.04,2025-09-02,
117,537.0,35,1,883.5,2026-07-29,
118,1890.0,111,1,689.27,2026-06-23,
119,1038.0,31,4,1388.4,2025-10-28,
120,1572.0,147,5,2977.35,2025-08-10,
121,1438.0,213,4,1524.4,2026-03-11,
122,1312.0,206,1,596.17,2026-02-08,
123,1262.0,275,5,3359.95,2026-06-15,
124,172.0,79,3,1012.74,2026-01-17,
125,1048.0,159,1,114.59,2025-09-12,
126,1099.0,105,2,1393.84,2026-04-22,
127,1202.0,168,4,2574.68,2026-06-23,
128,1431.0,34,3,2218.86,2026-04-28,
129,119.0,224,2,981.18,2026-07-13,
130,1894.0,126,1,170.23,2025-09-30,
131,929.0,223,1,659.47,2026-05-29,
132,1365.0,29,3,1127.37,2025-10-17,
133,26.0,90,1,397.43,2026-06-14,
134,336.0,71,1,96.54,2026-02-26,
135,1072.0,255,3,2178.99,2025-12-04,
136,342.0,265,3,557.31,2026-03-14,
137,1536.0,191,2,493.94,2025-12-13,
138,1580.0,138,1,287.36,2026-07-29,
139,1653.0,16,3,1087.26,2026-05-23,
140,1073.0,220,3,1099.98,2025-09-20,
141,1459.0,33,3,464.19,2025-11-10,
142,1017.0,296,1,298.23,2026-06-28,
143,738.0,234,5,1804.1,2025-10-18,
144,1760.0,29,4,1503.16,2026-06-02,
145,754.0,291,2,673.34,2025-11-16,
146,1584.0,81,3,1732.56,2026-01-06,
147,1381.0,53,5,3849.3,2026-03-03,
148,1518.0,60,2,1651.3,2025-10-01,
149,91.0,261,1,128.83,2025-11-06,
150,95.0,7,2,1403.44,2026-03-21,
151,785.0,242,3,240.12,2026-06-10,
152,1908.0,77,2,1510.0,2026-06-01,
153,1645.0,19,5,3463.0,2025-12-03,
154,660.0,215,2,610.48,2026-07-01,
155,1876.0,128,4,1944.28,2026-02-18,
156,1692.0,164,0,1320.72,2025-11-18,
157,764.0,40,5,357.45,2026-04-05,
158,1379.0,62,5,3184.1,2026-07-20,
159,458.0,27,2,493.78,2025-08-20,
160,1954.0,265,1,185.77,2026-07-02,
161,1797.0,206,1,596.17,2025-08-16,
162,1585.0,239,3,2300.94,2026-06-24,
163,177.0,160,3,1351.83,2025-10-07,
164,17.0,284,4,1998.24,2026-02-06,
165,598.0,189,2,675.4,2026-05-24,
166,1515.0,289,3,147.21,2025-10-30,
167,755.0,125,4,816.28,2025-08-05,
168,1501.0,253,2,692.0,2025-08-07,
169,309.0,280,2,1509.8,2026-04-21,
170,49.0,4,4,2748.24,2026-07-01,
171,710.0,120,5,3626.05,2026-02-20,
172,3.0,5,3,918.42,2026-01-20,
173,213.0,193,3,1157.85,2026-03-26,
174,488.0,106,5,420.0,2026-01-03,
175,1969.0,215,4,1220.96,2026-07-23,
176,1458.0,31,2,694.2,2026-07-14,
177,90.0,144,1,126.47,2026-01-03,
178,846.0,119,5,1783.95,2025-08-29,
179,1996.0,191,4,987.88,2025-08-26,
180,196.0,44,5,2333.65,2025-09-19,
181,1306.0,259,2,255.84,2026-06-24,
182,1213.0,202,1,688.8,2026-05-28,
183,891.0,291,1,336.67,2026-01-02,
184,598.0,67,2,1445.16,2026-02-16,
185,1897.0,134,3,1900.83,2025-10-22,
186,652.0,202,3,2066.4,2025-09-03,
187,479.0,232,3,1472.91,2025-09-05,
188,279.0,39,2,1781.3,2026-04-21,
189,319.0,300,1,581.59,2025-10-19,
190,921.0,55,2,1713.08,2026-06-17,
191,833.0,239,3,2300.94,2026-03-30,
192,734.0,62,5,3184.1,2025-12-13,
193,632.0,107,4,2063.08,2026-06-20,
194,1746.0,238,3,1762.8,2026-06-20,
195,323.0,62,1,636.82,2026-07-02,
196,83.0,156,5,3343.8,2025-08-14,
197,304.0,111,3,2067.81,2025-08-23,
198,1984.0,47,2,632.48,2025-08-30,
199,1052.0,183,4,1448.16,2025-12-28,
200,533.0,26,3,871.47,2026-02-25,
201,1950.0,90,1,397.43,2025-08-26,
202,1139.0,208,4,1457.44,2026-03-30,
203,194.0,282,2,1212.9,2026-04-13,
204,1647.0,237,1,366.17,2025-11-21,
205,25.0,72,1,492.1,2025-09-05,
206,268.0,32,2,-364.42,2025-11-26,
207,763.0,102,4,327.4,2026-09-07,
208,1201.0,44,5,2333.65,2026-03-28,
209,45.0,133,1,233.39,2025-09-02,
210,1849.0,34,2,1479.24,2026-07-04,
211,189.0,228,2,1213.96,2026-05-18,
212,,170,1,494.23,2025-12-07,
213,345.0,237,1,366.17,2025-08-26,
214,1683.0,294,4,1952.64,2026-01-27,
215,61.0,203,4,1194.52,2026-01-10,
216,354.0,196,4,974.96,2026-06-01,
217,1861.0,182,2,783.26,2025-10-12,
218,574.0,96,3,868.74,2026-07-06,
219,71.0,229,2,100.38,2026-04-06,
220,1022.0,126,3,510.69,2026-02-23,
221,982.0,211,5,1110.75,2025-10-20,
222,573.0,32,1,-182.21,2026-07-09,
223,859.0,197,2,791.32,2026-03-19,
224,511.0,103,5,1428.7,2026-01-24,
225,784.0,279,1,850.96,2026-04-11,
226,1116.0,184,4,1452.24,2026-01-11,
227,1870.0,249,3,1412.04,2026-04-05,
228,659.0,290,5,2116.85,2025-09-29,
229,369.0,199,3,240.96,2025-08-24,
230,1223.0,14,3,2520.63,2026-05-15,
231,1835.0,113,1,653.69,2025-12-26,
232,1657.0,144,1,126.47,2025-10-29,
233,733.0,242,5,400.2,2026-04-09,
234,1995.0,300,2,1163.18,2025-11-21,
235,508.0,82,1,472.21,2025-11-17,
236,1093.0,124,3,2239.89,2025-08-11,
237,1180.0,29,2,751.58,2026-07-18,
238,1916.0,199,3,240.96,2026-02-13,
239,485.0,89,2,205.52,2026-01-23,
240,1872.0,163,3,1806.51,2026-01-23,
241,1941.0,15,3,1415.19,2026-03-25,
242,292.0,291,5,1683.35,2025-11-22,
243,1714.0,289,2,98.14,2026-01-03,
244,633.0,253,5,1730.0,2025-10-07,
245,78.0,90,4,1589.72,2025-08-27,
246,477.0,47,1,316.24,2026-05-09,
247,1079.0,113,1,653.69,2026-01-26,
248,680.0,245,1,544.85,2026-07-14,
249,698.0,104,2,310.36,2025-09-28,
250,122.0,91,3,1685.19,2026-05-13,
251,1202.0,12,2,1637.12,2026-01-08,
252,1734.0,73,1,147.78,2026-05-28,
253,1968.0,270,3,469.56,2026-07-06,
254,1443.0,38,3,2405.34,2026-01-11,
255,207.0,203,5,1493.15,2026-04-22,
256,661.0,173,3,2324.58,2025-09-24,
257,1500.0,70,2,883.94,2026-03-24,
258,1330.0,224,4,1962.36,2025-09-27,
259,1449.0,163,2,1204.34,2025-12-16,
260,1612.0,288,5,4357.3,2025-08-12,
261,1364.0,183,2,724.08,2026-03-08,
262,629.0,90,4,1589.72,2026-06-11,
263,364.0,151,2,1588.0,2025-09-09,
264,802.0,1,5,863.3,2026-05-21,
265,373.0,291,1,336.67,2026-07-09,
266,453.0,163,5,3010.85,2026-02-12,
267,1919.0,290,1,423.37,2026-05-13,
268,679.0,255,2,1452.66,2026-04-04,
269,711.0,40,2,142.98,2026-06-21,
270,1303.0,164,2,880.48,2026-02-05,
271,915.0,46,3,1674.33,2026-07-29,
272,430.0,6,3,1870.02,2026-01-01,
273,718.0,128,1,486.07,2026-07-29,
274,1476.0,132,1,205.35,2025-08-23,
275,791.0,1,1,172.66,2025-10-06,
276,1985.0,225,4,2789.32,2026-03-12,
277,1010.0,86,4,2798.32,2026-05-03,
278,1119.0,194,3,2066.31,2026-08-02,
279,1698.0,193,1,385.95,2026-03-26,
280,1334.0,246,5,898.55,2025-08-30,
281,925.0,116,2,1783.86,2026-09-14,
282,604.0,38,1,801.78,2026-06-03,
283,535.0,11,3,855.45,2025-11-15,
284,701.0,54,1,97.82,2025-08-13,
285,330.0,88,4,1821.32,2026-01-06,
286,1929.0,39,5,4453.25,2026-08-03,
287,1217.0,48,3,910.77,2026-02-24,
288,884.0,248,1,689.82,2026-04-24,
289,1823.0,85,5,-141.85,2026-02-28,
290,110.0,223,2,1318.94,2025-11-15,
291,421.0,52,3,1057.35,2025-08-31,
292,1428.0,98,4,813.04,2025-10-19,
293,544.0,284,5,2497.8,2025-10-21,
294,487.0,145,3,1169.82,2025-10-22,
295,805.0,50,1,76.43,2026-01-28,
296,1721.0,293,5,1697.8,2025-11-03,
297,112.0,252,2,1427.7,2025-09-08,
298,876.0,185,1,142.02,2026-08-03,
299,1688.0,45,3,2186.97,2025-09-25,
300,199.0,246,2,359.42,2026-08-01,
301,350.0,14,2,1680.42,2025-12-05,
302,970.0,150,1,717.65,2025-12-21,
303,,60,3,2476.95,2026-05-09,
304,1002.0,204,4,2094.6,2026-08-01,
305,1315.0,136,1,533.19,2025-10-10,
306,379.0,279,4,3403.84,2025-10-22,
307,757.0,190,4,270.84,2025-12-16,
308,92.0,96,4,1158.32,2026-07-26,
309,953.0,135,4,-138.4,2026-01-07,
310,1715.0,135,2,-69.2,2025-09-16,
311,127.0,138,5,1436.8,2026-02-02,
312,176.0,78,1,181.61,2026-03-04,
313,848.0,177,5,3092.9,2026-07-31,
314,125.0,117,5,2381.45,2025-09-04,
315,858.0,199,5,401.6,2026-02-01,
316,1173.0,275,4,2687.96,2025-08-09,
317,613.0,121,4,1073.44,2025-10-23,
318,1849.0,41,4,3125.76,2026-06-30,
319,1170.0,18,5,364.7,2026-07-20,
320,1388.0,265,5,928.85,2026-07-23,
321,1945.0,76,1,700.29,2025-10-07,
322,1944.0,230,2,1001.46,2026-04-25,
323,1656.0,86,2,1399.16,2025-09-13,
324,88.0,99,2,937.86,2025-09-04,
325,,217,1,358.81,2026-03-27,
326,1685.0,223,2,1318.94,2025-10-07,
327,529.0,76,5,3501.45,2025-08-05,
328,179.0,164,1,440.24,2025-12-30,
329,814.0,199,5,401.6,2025-09-17,
330,1755.0,283,3,1278.6,2025-10-29,
331,939.0,142,5,1242.55,2026-05-23,
332,1204.0,7,5,3508.6,2026-01-15,
333,231.0,268,4,1402.28,2025-11-05,
334,304.0,213,2,762.2,2026-06-21,
335,1194.0,291,5,1683.35,2026-02-20,
336,1153.0,52,1,352.45,2026-04-22,
337,1777.0,52,3,1057.35,2025-12-06,
338,1798.0,275,3,2015.97,2025-09-25,
339,785.0,211,3,666.45,2026-02-02,
340,1248.0,249,5,2353.4,2026-02-13,
341,353.0,243,1,813.41,2026-03-05,
342,295.0,142,4,994.04,2026-03-15,
343,811.0,206,1,596.17,2025-12-16,
344,101.0,170,2,988.46,2025-12-29,
345,1838.0,244,3,582.72,2025-09-21,
346,692.0,191,1,246.97,2025-10-17,
347,575.0,156,3,2006.28,2025-10-28,
348,1992.0,252,1,713.85,2026-01-25,
349,616.0,117,2,952.58,2025-09-02,
350,552.0,227,3,1424.79,2026-07-17,
351,1323.0,214,5,3534.7,2026-04-21,
352,905.0,46,2,1116.22,2026-03-04,
353,1518.0,109,4,602.6,2025-11-28,
354,1777.0,249,5,2353.4,2026-10-18,
355,1056.0,192,1,423.94,2025-11-15,
356,638.0,82,1,472.21,2026-03-23,
357,278.0,260,4,1704.04,2025-08-24,
358,60.0,269,5,2753.35,2026-05-13,
359,1793.0,89,2,205.52,2025-10-09,
360,511.0,103,1,285.74,2026-07-06,
361,104.0,17,4,3046.76,2026-03-17,
362,562.0,185,2,284.04,2025-12-08,
363,1035.0,189,4,1350.8,2025-08-23,
364,1396.0,204,1,523.65,2025-09-28,
365,763.0,16,2,724.84,2026-07-06,
366,914.0,251,5,4366.35,2026-01-05,
367,1202.0,91,4,2246.92,2025-11-27,
368,706.0,283,3,1278.6,2026-02-19,
369,1534.0,84,3,2293.74,2025-08-21,
370,57.0,47,3,948.72,2026-06-18,
371,334.0,198,1,578.35,2025-09-10,
372,1756.0,293,2,679.12,2026-01-19,
373,1388.0,114,2,336.18,2025-11-19,
374,1335.0,106,3,252.0,2025-11-23,
375,42.0,210,5,2261.4,2025-08-25,
376,1867.0,5,4,1224.56,2025-11-04,
377,1232.0,68,2,1774.42,2026-01-27,
378,517.0,5,2,612.28,2025-10-23,
379,868.0,157,3,156.33,2026-04-26,
380,941.0,193,3,1157.85,2025-11-10,
381,956.0,130,2,1648.86,2026-06-24,
382,1689.0,155,5,1373.2,2025-09-13,
383,210.0,204,5,2618.25,2026-01-06,
384,,4,5,3435.3,2026-02-03,
385,1326.0,192,5,2119.7,2026-02-28,
386,1402.0,145,3,1169.82,2025-09-16,
387,131.0,56,4,2495.96,2026-07-31,
388,1312.0,173,3,2324.58,2025-09-29,
389,535.0,167,3,1293.84,2026-07-22,
390,308.0,153,2,1781.26,2026-01-31,
391,1843.0,265,2,371.54,2026-05-19,
392,828.0,30,5,4418.45,2026-06-08,
393,1478.0,164,2,880.48,2026-02-15,
394,606.0,14,4,3360.84,2026-04-21,
395,829.0,133,4,933.56,2026-02-20,
396,1195.0,199,1,80.32,2026-08-31,
397,703.0,293,2,679.12,2026-07-26,
398,1308.0,114,5,840.45,2025-10-16,
399,1039.0,244,3,582.72,2025-09-03,
400,1722.0,154,2,1609.52,2025-08-10,
401,,286,2,268.12,2026-06-24,
402,263.0,50,4,305.72,2025-10-06,
403,1563.0,133,5,1166.95,2026-04-10,
404,1341.0,94,3,943.32,2025-09-09,
405,728.0,46,2,1116.22,2026-07-12,
406,862.0,115,3,2522.94,2026-02-11,
407,534.0,170,3,1482.69,2026-07-18,
408,950.0,300,3,1744.77,2026-06-19,
409,110.0,61,4,2581.88,2026-03-21,
410,1934.0,299,5,2607.35,2026-03-01,
411,1822.0,37,4,287.24,2026-06-22,
412,246.0,100,5,587.2,2025-10-14,
413,612.0,196,5,1218.7,2025-09-13,
414,1784.0,212,1,-309.25,2026-04-05,
415,411.0,78,2,363.22,2026-09-09,
416,1167.0,176,4,1731.4,2025-11-14,
417,648.0,235,2,1783.2,2026-02-22,
418,999.0,93,1,694.17,2026-08-01,
419,642.0,171,2,186.22,2026-01-15,
420,926.0,30,1,883.69,2025-10-10,
421,1559.0,141,2,316.1,2026-03-15,
422,1566.0,87,5,2341.55,2026-03-05,
423,1609.0,82,4,1888.84,2025-12-15,
424,1259.0,46,2,1116.22,2026-05-17,
425,827.0,223,4,2637.88,2026-06-23,
426,786.0,220,4,1466.64,2026-02-11,
427,1094.0,3,1,621.67,2026-06-05,
428,1946.0,103,3,857.22,2026-05-15,
429,1551.0,8,3,2612.97,2026-04-28,
430,37.0,272,2,655.74,2026-03-28,
431,464.0,3,2,1243.34,2026-01-22,
432,265.0,177,3,1855.74,2025-11-03,
433,1031.0,53,4,3079.44,2026-05-26,
434,134.0,157,2,104.22,2026-01-17,
435,1943.0,24,3,282.03,2026-07-07,
436,1491.0,149,4,3194.92,2026-06-21,
437,1074.0,267,5,1386.65,2025-11-02,
438,1819.0,173,4,3099.44,2026-07-10,
439,1847.0,69,3,187.8,2026-06-20,
440,1537.0,251,3,2619.81,2026-03-02,
441,1942.0,97,-2,507.02,2025-11-07,
442,468.0,207,1,500.65,2026-07-11,
443,,115,2,1681.96,2025-09-18,
444,1034.0,12,5,4092.8,2026-06-30,
445,751.0,87,1,468.31,2026-02-21,
446,1796.0,20,4,3276.16,2025-10-12,
447,1277.0,131,5,3106.25,2026-03-04,
448,99.0,25,5,2917.4,2026-04-26,
449,99.0,56,1,623.99,2025-12-06,
450,910.0,60,4,3302.6,2026-01-10,
451,1121.0,195,1,241.38,2025-08-16,
452,1438.0,130,4,3297.72,2025-12-14,
453,1424.0,79,2,675.16,2025-11-01,
454,862.0,5,3,918.42,2026-03-15,
455,553.0,52,5,1762.25,2026-05-23,
456,1702.0,71,4,386.16,2026-01-26,
457,1473.0,54,5,489.1,2026-05-18,
458,234.0,61,3,1936.41,2025-08-13,
459,407.0,55,4,3426.16,2026-02-12,
460,1703.0,103,3,857.22,2026-06-06,
461,734.0,268,2,701.14,2026-05-04,
462,329.0,210,3,1356.84,2026-03-21,
463,1017.0,21,5,3790.35,2026-03-04,
464,678.0,107,4,2063.08,2026-05-11,
465,27.0,121,1,268.36,2026-04-09,
466,1711.0,46,1,558.11,2026-01-18,
467,306.0,294,4,1952.64,2026-01-08,
468,154.0,47,5,1581.2,2026-04-26,
469,1320.0,52,3,1057.35,2026-07-31,
470,607.0,119,4,1427.16,2025-09-20,
471,103.0,136,4,2132.76,2026-01-28,
472,1791.0,52,2,704.9,2026-02-06,
473,738.0,21,3,2274.21,2026-05-03,
474,1513.0,161,4,1479.48,2025-08-28,
475,1744.0,60,1,825.65,2026-01-08,
476,1745.0,24,1,94.01,2026-07-05,
477,674.0,71,2,193.08,2026-08-04,
478,1957.0,184,4,1452.24,2026-02-13,
479,764.0,138,1,287.36,2025-11-04,
480,234.0,176,2,865.7,2026-07-20,
481,1971.0,206,4,2384.68,2026-01-09,
482,1712.0,234,3,1082.46,2026-02-22,
483,1639.0,198,4,2313.4,2026-06-03,
484,232.0,216,2,881.52,2026-06-14,
485,1931.0,68,1,887.21,2025-09-30,
486,853.0,82,1,472.21,2026-07-05,
487,1390.0,248,5,3449.1,2026-06-08,
488,1252.0,225,2,1394.66,2025-08-11,
489,1253.0,195,3,724.14,2025-12-24,
490,990.0,15,2,943.46,2026-05-28,
491,1818.0,250,1,415.9,2025-08-05,
492,95.0,211,4,888.6,2025-12-29,
493,1342.0,33,3,464.19,2026-03-02,
494,1443.0,161,1,369.87,2025-09-29,
495,1483.0,269,5,2753.35,2025-09-06,
496,1958.0,290,2,846.74,2026-04-17,
497,1072.0,174,-5,3282.75,2026-06-27,
498,1356.0,49,4,733.24,2025-10-10,
499,709.0,128,4,1944.28,2025-10-14,
500,1719.0,198,2,1156.7,2025-10-30,
501,112.0,286,5,670.3,2026-04-06,
502,1036.0,6,2,1246.68,2025-12-18,
503,1781.0,241,4,3260.36,2025-12-10,
504,1539.0,85,1,-28.37,2026-04-23,
505,494.0,252,3,2141.55,2025-10-05,
506,104.0,170,3,1482.69,2025-09-07,
507,1128.0,260,2,852.02,2026-01-04,
508,1674.0,194,4,2755.08,2026-04-25,
509,941.0,121,1,268.36,2026-07-10,
510,918.0,228,5,3034.9,2026-04-18,
511,916.0,46,4,2232.44,2025-12-25,
512,1019.0,162,1,299.67,2025-08-10,
513,827.0,10,1,791.74,2026-06-02,
514,1142.0,212,1,-309.25,2025-12-13,
515,1692.0,282,1,606.45,2026-03-02,
516,1973.0,47,5,1581.2,2026-01-25,
517,1152.0,156,5,3343.8,2026-08-03,
518,1947.0,106,4,336.0,2025-09-14,
519,1691.0,175,3,2206.44,2026-04-28,
520,1730.0,28,2,980.4,2025-11-15,
521,1148.0,233,3,2223.24,2026-01-09,
522,1467.0,243,3,2440.23,2026-03-14,
523,200.0,232,1,490.97,2025-10-02,
524,700.0,114,1,168.09,2026-05-16,
525,1122.0,182,3,1174.89,2025-09-02,
526,1438.0,268,3,1051.71,2026-02-24,
527,1837.0,55,1,856.54,2026-04-14,
528,288.0,85,4,-113.48,2026-05-31,
529,521.0,210,1,452.28,2026-08-03,
530,248.0,101,2,1742.7,2025-10-11,
531,937.0,202,2,1377.6,2025-09-02,
532,221.0,98,3,609.78,2026-03-14,
533,1898.0,213,1,381.1,2025-09-27,
534,937.0,64,4,3251.44,2025-12-10,
535,1974.0,259,2,255.84,2026-03-13,
536,1087.0,256,1,172.63,2026-01-06,
537,1916.0,25,5,2917.4,2026-01-29,
538,990.0,222,5,2181.55,2026-05-25,
539,1417.0,261,2,257.66,2026-03-23,
540,1497.0,297,2,1194.5,2025-08-20,
541,794.0,66,1,806.55,2026-03-09,
542,1806.0,165,5,3168.25,2026-03-22,
543,1248.0,197,4,1582.64,2026-02-28,
544,815.0,128,3,1458.21,2026-06-01,
545,928.0,176,3,1298.55,2026-04-26,
546,846.0,69,2,125.2,2025-11-17,
547,1727.0,263,3,872.97,2025-11-04,
548,1458.0,281,3,479.07,2026-01-18,
549,412.0,284,2,999.12,2026-04-04,
550,1464.0,108,5,3486.95,2026-03-29,
551,1887.0,149,3,2396.19,2026-03-03,
552,1032.0,68,2,1774.42,2025-11-25,
553,1455.0,278,3,1878.81,2026-06-05,
554,1152.0,60,3,2476.95,2026-03-05,
555,1169.0,246,5,898.55,2026-07-08,
556,586.0,214,5,3534.7,2025-08-11,
557,1071.0,217,1,358.81,2025-10-05,
558,781.0,55,1,856.54,2025-09-23,
559,1373.0,75,1,795.05,2026-07-17,
560,547.0,29,2,751.58,2026-07-27,
561,1400.0,83,3,561.69,2025-08-19,
562,1720.0,129,2,983.82,2026-07-01,
563,418.0,32,3,-546.63,2025-12-11,
564,,278,1,626.27,2026-06-11,
565,1262.0,232,1,490.97,2025-08-18,
566,1521.0,288,2,1742.92,2026-03-28,
567,487.0,288,4,3485.84,2026-04-30,
568,1420.0,262,3,1660.08,2026-05-15,
569,794.0,25,4,2333.92,2025-11-02,
570,1979.0,214,3,2120.82,2026-04-19,
571,27.0,283,1,426.2,2026-06-27,
572,1271.0,129,2,983.82,2026-03-03,
573,1867.0,227,2,949.86,2026-01-20,
574,1120.0,189,5,1688.5,2026-05-11,
575,603.0,101,2,1742.7,2026-03-25,
576,1399.0,230,2,1001.46,2026-05-10,
577,1972.0,39,2,1781.3,2026-04-30,
578,245.0,89,5,513.8,2025-11-10,
579,878.0,194,1,688.77,2026-02-18,
580,542.0,143,5,425.7,2025-11-26,
581,1197.0,67,2,1445.16,2026-04-13,
582,677.0,131,1,621.25,2025-09-24,
583,82.0,239,2,1533.96,2025-11-28,
584,1223.0,79,3,1012.74,2026-07-13,
585,1727.0,27,5,1234.45,2026-03-28,
586,1618.0,155,4,1098.56,2025-12-14,
587,734.0,294,5,2440.8,2026-06-29,
588,1077.0,38,3,2405.34,2026-05-17,
589,1067.0,113,2,1307.38,2026-03-29,
590,327.0,35,5,4417.5,2026-02-19,
591,1100.0,213,5,1905.5,2026-03-07,
592,716.0,207,1,500.65,2026-04-06,
593,1359.0,114,2,336.18,2025-08-30,
594,739.0,170,3,1482.69,2026-04-13,
595,1947.0,151,2,1588.0,2025-09-06,
596,1150.0,272,4,1311.48,2025-11-23,
597,1370.0,5,1,306.14,2025-12-17,
598,493.0,178,4,1522.08,2026-01-27,
599,1398.0,125,1,204.07,2026-04-05,
600,1876.0,165,-4,2534.6,2026-03-04,
601,526.0,59,4,249.16,2026-02-18,
602,51.0,277,3,413.82,2026-01-29,
603,1054.0,265,3,557.31,2026-06-15,
604,997.0,261,4,515.32,2026-05-23,
605,1840.0,23,3,434.37,2026-07-25,
606,1053.0,99,3,1406.79,2025-08-18,
607,343.0,43,1,679.24,2026-10-21,
